,pred
305,8.47872340425532
306,8.666666666666666
307,8.635245901639344
308,8.744560075685904
309,8.473684210526315
310,8.77593123209169
311,8.682481751824817
312,8.634285714285713
313,20.866666666666667
314,34.42857142857143
315,8.466666666666667
316,8.635245901639344
317,8.818965517241379
318,5.611111111111111
319,8.8
320,8.584328358208955
321,8.581967213114755
322,22.85
323,31.953125
324,8.636435958631663
325,8.780219780219781
326,8.757698541329011
327,31.5
328,8.621913580246913
329,8.608262108262108
330,8.88888888888889
331,8.536115569823435
332,21.666666666666668
333,8.4070796460177
334,8.474025974025974
335,8.708333333333334
336,8.504347826086956
337,8.772266065388951
338,22.0
339,8.560483870967742
340,8.535211267605634
341,5.444444444444445
342,8.589981447124304
343,8.704880817253121
344,26.5
345,8.573934837092732
346,8.560483870967742
347,8.480225988700566
348,8.968421052631578
349,8.908745247148289
350,8.587473002159827
351,8.862068965517242
352,8.767567567567568
353,8.721649484536082
354,8.582370820668693
355,8.474418604651163
356,8.818181818181818
357,8.484460694698354
358,8.631578947368421
359,21.9572192513369
360,11.363636363636363
361,20.88888888888889
362,8.65874423554452
363,8.615577889447236
364,8.59552757273122
365,8.772266065388951
366,8.59552757273122
367,23.09090909090909
368,25.0
369,8.650485436893204
370,8.406015037593985
371,22.263157894736842
372,5.493670886075949
373,23.333333333333332
374,8.741228070175438
375,8.474418604651163
376,21.818181818181817
377,8.446808510638299
378,8.599611273080662
379,8.722222222222221
380,8.695885509838998
381,8.627118644067796
382,6.476190476190476
383,8.617647058823529
384,8.719101123595506
385,8.721518987341772
386,8.77593123209169
387,23.0
388,6.5
389,8.575757575757576
390,8.491803278688524
391,8.862068965517242
392,22.243243243243242
393,8.968421052631578
394,8.527559055118111
395,31.333333333333332
396,8.493653032440056
397,8.527559055118111
398,8.63855421686747
399,10.357142857142858
400,26.4
401,8.592281879194632
402,8.630512514898689
403,21.90909090909091
404,8.540704738760631
405,8.589147286821705
406,9.0
407,8.676470588235293
408,11.0
409,6.0
410,8.463414634146341
411,8.589981447124304
412,8.695885509838998
413,9.0
414,10.430379746835444
415,24.142857142857142
416,8.474418604651163
417,22.333333333333332
418,36.0
419,8.569007263922519
420,8.715477996965099
421,8.526315789473685
422,8.47872340425532
423,8.520123839009289
424,34.666666666666664
425,8.6
426,8.363636363636363
427,8.569083447332421
428,31.166666666666668
429,8.5875
430,8.58
431,8.813775510204081
432,8.61089494163424
433,8.592281879194632
434,22.702830188679247
435,8.615577889447236
436,8.277777777777779
437,11.5
438,22.2
439,25.666666666666668
440,8.603616133518775
441,8.610169491525424
442,28.0
443,8.551319648093841
444,8.655737704918034
445,6.013986013986014
446,32.25
447,8.684782608695652
448,5.9
449,8.825
450,11.0
451,23.0
452,8.614232209737828
453,8.521739130434783
454,8.659498207885305
455,17.285714285714285
456,4.833333333333333
457,8.659498207885305
458,5.444444444444445
459,8.454545454545455
460,8.744560075685904
461,8.72905027932961
462,5.9375
463,8.88888888888889
464,8.68421052631579
465,5.587155963302752
466,8.771929824561404
467,8.59552757273122
468,6.666666666666667
469,8.934306569343066
470,28.5
471,8.666666666666666
472,32.08
473,5.413793103448276
474,21.545454545454547
475,8.588411588411589
476,8.647410358565738
477,8.660919540229886
478,8.547967479674798
479,8.687162891046386
480,25.0
481,8.714285714285714
482,8.587473002159827
483,8.587473002159827
484,8.705128205128204
485,8.653631284916202
486,8.778443113772456
487,21.375
488,8.083333333333334
489,23.5
490,8.65236051502146
491,8.465277777777779
492,8.46979865771812
493,8.625225225225226
494,8.780219780219781
495,5.634920634920635
496,8.521739130434783
497,17.5
498,8.589981447124304
499,31.25
500,8.75294117647059
501,8.608951707891638
502,8.780303030303031
503,8.850993377483444
504,23.2
505,8.5920245398773
506,8.850993377483444
507,8.51063829787234
508,27.0
509,8.707762557077626
510,8.614349775784753
511,5.5
512,8.76
513,8.483870967741936
514,8.412280701754385
515,5.666666666666667
516,8.767567567567568
517,8.363636363636363
518,8.652173913043478
519,5.4672897196261685
520,11.5
521,8.555555555555555
522,8.684960422163588
523,8.514285714285714
524,8.619047619047619
525,8.484460694698354
526,31.0
527,8.585714285714285
528,8.741228070175438
529,33.0
530,42.0
531,8.481113320079523
532,8.589981447124304
533,8.5875
534,24.25
535,24.333333333333332
536,22.333333333333332
537,8.571428571428571
538,8.544117647058824
539,20.727272727272727
540,5.625
541,28.5
542,8.778443113772456
543,8.674342105263158
544,35.166666666666664
545,8.669724770642201
546,5.428571428571429
547,5.4672897196261685
548,8.696356275303645
549,10.0
550,8.59552757273122
551,8.551470588235293
552,8.676966292134832
553,8.696356275303645
554,8.627118644067796
555,8.359375
556,28.5
557,8.374149659863946
558,8.6
559,8.8125
560,17.2
561,8.514563106796116
562,20.916666666666668
563,8.850993377483444
564,5.645161290322581
565,8.415730337078651
566,8.659722222222221
567,22.408163265306122
568,8.683453237410072
569,8.692307692307692
570,30.0
571,8.60820895522388
572,8.608951707891638
573,8.6
574,8.780219780219781
575,8.802083333333334
576,8.674342105263158
577,35.0
578,29.0
579,8.635245901639344
580,36.0
581,8.696356275303645
582,8.6
583,33.233333333333334
584,8.484460694698354
585,9.076923076923077
586,8.64179104477612
587,8.717857142857143
588,26.4
589,8.645677694770544
590,6.0
591,16.0
592,8.850993377483444
593,6.0
594,8.567142857142857
595,8.571428571428571
596,23.0
597,8.694915254237289
598,20.25
599,8.719101123595506
600,8.744548286604362
601,8.695885509838998
602,32.64556962025316
603,8.850993377483444
604,8.810679611650485
605,8.624434389140271
606,8.705128205128204
607,8.083333333333334
608,8.77593123209169
609,8.627118644067796
610,6.0
611,8.569753810082064
612,8.621659634317862
613,30.0
614,22.333333333333332
615,8.62630014858841
616,23.666666666666668
617,6.0625
618,8.632075471698114
619,5.564516129032258
620,28.0
621,8.587473002159827
622,8.869477911646586
623,14.0
624,8.682492581602373
625,8.687162891046386
626,8.666666666666666
627,8.650717703349283
628,23.58823529411765
629,9.114285714285714
630,8.908745247148289
631,16.0
632,8.661016949152541
633,8.428571428571429
634,8.597579425113464
635,8.858620689655172
636,5.493670886075949
637,8.482758620689655
638,8.538150581101567
639,8.698630136986301
640,8.645677694770544
641,8.647435897435898
642,8.589981447124304
643,8.584328358208955
644,8.464285714285714
645,24.0
646,8.696356275303645
647,8.395061728395062
648,9.5
649,5.35
650,8.636015325670497
651,8.714285714285714
652,8.494845360824742
653,8.5968992248062
654,8.588709677419354
655,8.594184576485462
656,22.54054054054054
657,8.694915254237289
658,9.2
659,22.43820224719101
660,8.809895833333334
661,31.571428571428573
662,8.639224137931034
663,21.0
664,18.4
665,8.696100403406545
666,8.931034482758621
667,5.25
668,24.25
669,8.589981447124304
670,8.934782608695652
671,8.584905660377359
672,8.587473002159827
673,5.0
674,8.832876712328767
675,8.710875331564987
676,8.4
677,8.364864864864865
678,22.181818181818183
679,18.0
680,24.153846153846153
681,6.0
682,5.666666666666667
683,8.673469387755102
684,8.521739130434783
685,8.809895833333334
686,32.0
687,31.86111111111111
688,8.569753810082064
689,6.25
690,8.783333333333333
691,8.608262108262108
692,8.588411588411589
693,8.57948717948718
694,8.666666666666666
695,8.668085106382978
696,8.698630136986301
697,8.914285714285715
698,8.558441558441558
699,8.608262108262108
700,8.859649122807017
701,8.772266065388951
702,8.698795180722891
703,8.621659634317862
704,8.387096774193548
705,8.788968824940047
706,16.25
707,21.2
708,8.638095238095238
709,8.609756097560975
710,8.569753810082064
711,8.832876712328767
712,8.651041666666666
713,8.614406779661017
714,8.639224137931034
715,8.695885509838998
716,8.908745247148289
717,8.0
718,8.68421052631579
719,5.965116279069767
720,8.504347826086956
721,8.636435958631663
722,5.611111111111111
723,29.0
724,8.592592592592593
725,8.475750577367206
726,7.0
727,8.661016949152541
728,5.241379310344827
729,11.0
730,18.333333333333332
731,8.632075471698114
732,8.687162891046386
733,8.641975308641975
734,32.0
735,8.91150442477876
736,8.757575757575758
737,8.651219512195121
738,20.0
739,38.857142857142854
740,5.5675675675675675
741,20.285714285714285
742,33.8
743,32.0
744,22.473684210526315
745,8.639224137931034
746,8.788968824940047
747,8.957983193277311
748,16.5
749,8.484460694698354
750,6.25
751,8.608951707891638
752,8.821052631578947
753,8.769117647058824
754,26.4
755,32.75
756,8.744560075685904
757,8.614349775784753
758,8.613756613756614
759,8.3232462173315
760,8.813636363636364
761,8.571428571428571
762,27.0
763,30.5
764,8.608262108262108
765,8.621659634317862
766,8.74059003051882
767,8.649938800489597
768,8.936802973977695
769,6.0
770,8.85430463576159
771,23.2
772,8.77593123209169
773,8.8
774,8.482758620689655
775,8.438775510204081
776,21.64516129032258
777,5.0
778,6.019230769230769
779,8.514285714285714
780,8.584328358208955
781,33.81818181818182
782,5.8
783,8.709883953581432
784,11.0
785,8.507731958762887
786,8.767567567567568
787,8.569007263922519
788,8.632192846034215
789,8.793398533007334
790,8.834645669291339
791,8.628571428571428
792,8.475750577367206
793,8.470588235294118
794,17.75
795,8.721649484536082
796,22.428571428571427
797,32.5
798,8.0
799,22.676470588235293
800,8.687162891046386
801,8.592034445640474
802,8.535564853556485
803,8.535211267605634
804,8.590277777777779
805,8.695885509838998
806,29.0
807,8.695885509838998
808,8.584905660377359
809,32.96153846153846
810,6.15
811,8.832876712328767
812,8.651055408970976
813,8.573934837092732
814,22.25
815,22.50344827586207
816,8.916666666666666
817,22.82300884955752
818,13.0
819,16.0
820,8.719101123595506
821,28.666666666666668
822,22.625
823,8.575757575757576
824,8.444444444444445
825,8.9
826,8.53551912568306
827,8.864168618266978
828,8.934782608695652
829,8.623188405797102
830,8.5
831,8.645677694770544
832,8.651515151515152
833,8.704880817253121
834,8.683453237410072
835,8.569753810082064
836,8.60344827586207
837,8.832876712328767
838,8.529040404040405
839,8.651055408970976
840,5.0
841,22.0
842,20.0
843,5.461538461538462
844,23.0
845,8.620689655172415
846,28.666666666666668
847,8.592034445640474
848,8.592034445640474
849,8.553191489361701
850,16.5
851,8.780219780219781
852,6.098765432098766
853,8.61590909090909
854,8.5
855,8.832876712328767
856,8.834645669291339
857,20.0
858,8.735074626865671
859,8.605633802816902
860,8.475750577367206
861,8.65874423554452
862,8.484460694698354
863,8.632192846034215
864,23.8
865,8.757352941176471
866,8.587473002159827
867,8.538150581101567
868,8.6875
869,9.25
870,5.5675675675675675
871,8.709883953581432
872,8.487804878048781
873,8.721649484536082
874,8.657894736842104
875,8.51764705882353
876,8.609929078014185
877,8.65
878,8.635245901639344
879,8.651515151515152
880,5.857142857142857
881,36.0
882,8.647410358565738
883,8.567474048442907
884,9.0
885,22.5
886,8.569083447332421
887,8.709883953581432
888,21.083333333333332
889,8.569753810082064
890,6.0
891,8.588709677419354
892,21.944444444444443
893,23.068601583113455
894,8.767567567567568
895,17.285714285714285
896,8.835051546391753
897,32.285714285714285
898,6.0
899,8.850993377483444
900,8.423076923076923
901,23.416666666666668
902,5.666666666666667
903,31.0
904,8.609756097560975
905,6.0
906,5.875
907,8.696356275303645
908,8.832876712328767
909,22.0
910,25.0
911,8.623188405797102
912,5.625
913,6.222222222222222
914,22.63953488372093
915,8.767567567567568
916,8.6
917,8.64951768488746
918,8.86829268292683
919,8.551319648093841
920,5.4655172413793105
921,8.721649484536082
922,8.668
923,8.5
924,8.584328358208955
925,20.0
926,8.559055118110237
927,8.6875
928,8.659722222222221
929,8.535211267605634
930,8.657142857142857
931,8.577777777777778
932,8.651515151515152
933,8.657142857142857
934,8.494845360824742
935,8.614349775784753
936,22.636363636363637
937,8.567142857142857
938,8.733333333333333
939,8.5
940,8.641975308641975
941,35.42857142857143
942,8.626198083067093
943,8.665413533834586
944,8.645677694770544
945,8.613756613756614
946,8.662337662337663
947,8.6
948,8.623655913978494
949,28.1875
950,8.585714285714285
951,8.632075471698114
952,8.365853658536585
953,34.0
954,8.744560075685904
955,8.587473002159827
956,19.0
957,8.282608695652174
958,22.171296296296298
959,21.0
960,24.263157894736842
961,8.869477911646586
962,8.483870967741936
963,34.13333333333333
964,8.767567567567568
965,8.69741985926505
966,9.0
967,8.5
968,8.649938800489597
969,32.654205607476634
970,5.4
971,8.551020408163266
972,8.666666666666666
973,8.5
974,8.548571428571428
975,22.90909090909091
976,8.540704738760631
977,27.5
978,5.555555555555555
979,6.222222222222222
980,33.84615384615385
981,5.903614457831325
982,8.659498207885305
983,8.605042016806722
984,6.0134228187919465
985,8.513468013468014
986,8.617647058823529
987,8.744548286604362
988,8.375
989,8.77593123209169
990,8.752136752136753
991,18.68421052631579
992,6.5
993,8.59552757273122
994,8.687162891046386
995,8.705882352941176
996,8.569007263922519
997,8.636435958631663
998,8.25
999,22.88888888888889
1000,28.0
1001,8.650717703349283
1002,8.473684210526315
1003,8.567474048442907
1004,8.652173913043478
1005,8.166666666666666
1006,33.0
1007,8.59552757273122
1008,8.715447154471544
1009,8.744548286604362
1010,8.809895833333334
1011,6.0
1012,8.507731958762887
1013,28.666666666666668
1014,8.810679611650485
1015,8.4
1016,23.666666666666668
1017,8.761904761904763
1018,13.166666666666666
1019,8.579505300353357
1020,8.571428571428571
1021,8.639224137931034
1022,8.638853230637569
1023,8.657142857142857
1024,8.582370820668693
1025,8.59552757273122
1026,8.535564853556485
1027,26.5
1028,22.714285714285715
1029,8.7109375
1030,33.0
1031,5.625
1032,8.674342105263158
1033,32.5
1034,8.696356275303645
1035,8.97872340425532
1036,22.0
1037,8.536115569823435
1038,8.602941176470589
1039,8.532033426183844
1040,22.88888888888889
1041,8.705128205128204
1042,27.681818181818183
1043,8.660919540229886
1044,32.285714285714285
1045,32.416666666666664
1046,8.602739726027398
1047,8.752136752136753
1048,8.767567567567568
1049,26.0
1050,8.520123839009289
1051,8.465909090909092
1052,8.587473002159827
1053,8.665413533834586
1054,8.435294117647059
1055,8.767567567567568
1056,8.816461684011353
1057,42.5
1058,22.266666666666666
1059,6.0625
1060,33.875
1061,22.63157894736842
1062,6.2592592592592595
1063,23.58
1064,8.668
1065,8.757575757575758
1066,22.0
1067,8.45945945945946
1068,23.689655172413794
1069,8.458333333333334
1070,8.705128205128204
1071,8.64808362369338
1072,9.714285714285714
1073,8.97872340425532
1074,21.77777777777778
1075,8.60301204819277
1076,8.73015873015873
1077,8.832876712328767
1078,8.5
1079,8.714285714285714
1080,6.380952380952381
1081,8.757352941176471
1082,5.5
1083,8.661290322580646
1084,8.592034445640474
1085,22.55421686746988
1086,8.911764705882353
1087,23.0
1088,23.22222222222222
1089,8.672131147540984
1090,8.53292181069959
1091,22.625
1092,8.735074626865671
1093,8.77593123209169
1094,21.666666666666668
1095,22.3
1096,8.365853658536585
1097,8.859649122807017
1098,8.647435897435898
1099,8.794117647058824
1100,8.551020408163266
1101,20.0
1102,8.630512514898689
1103,6.5
1104,22.14814814814815
1105,8.588235294117647
1106,8.794871794871796
1107,8.850746268656716
1108,8.605042016806722
1109,8.652173913043478
1110,20.0
1111,30.875
1112,8.659722222222221
1113,23.069444444444443
1114,22.555555555555557
1115,8.474201474201474
1116,8.402325581395349
1117,8.696356275303645
1118,5.0
1119,5.0
1120,8.850993377483444
1121,5.208333333333333
1122,8.875
1123,8.647410358565738
1124,8.651535380507344
1125,8.569007263922519
1126,8.513468013468014
1127,22.85
1128,8.696356275303645
1129,8.763033175355451
1130,8.652173913043478
1131,8.594184576485462
1132,8.117647058823529
1133,17.285714285714285
1134,8.832876712328767
1135,34.0
1136,8.567567567567568
1137,8.74059003051882
1138,8.818965517241379
1139,8.545454545454545
1140,8.380952380952381
1141,8.532033426183844
1142,5.0
1143,24.25
1144,8.64676616915423
1145,8.631578947368421
1146,8.60828025477707
1147,8.474201474201474
1148,6.0
1149,8.623188405797102
1150,8.571428571428571
1151,8.705882352941176
1152,8.592034445640474
1153,8.64951768488746
1154,9.114285714285714
1155,8.466666666666667
1156,23.233333333333334
1157,8.676470588235293
1158,8.482758620689655
1159,8.685714285714285
1160,8.8125
1161,8.484460694698354
1162,8.584328358208955
1163,8.5
1164,8.928571428571429
1165,8.876543209876543
1166,8.608951707891638
1167,8.687162891046386
1168,5.35
1169,8.709883953581432
1170,8.62630014858841
1171,8.666666666666666
1172,5.965116279069767
1173,8.767567567567568
1174,8.625
1175,8.613756613756614
1176,8.569753810082064
1177,8.536115569823435
1178,23.09090909090909
1179,8.55984555984556
1180,8.56701030927835
1181,8.5625
1182,18.024390243902438
1183,8.59552757273122
1184,34.0
1185,8.662824207492795
1186,8.781818181818181
1187,8.692307692307692
1188,5.9431137724550895
1189,25.5
1190,8.491803278688524
1191,8.538150581101567
1192,8.668
1193,8.40677966101695
1194,8.587473002159827
1195,8.636015325670497
1196,8.668085106382978
1197,5.611111111111111
1198,8.620454545454546
1199,8.644688644688644
1200,8.968421052631578
1201,26.0
1202,8.77593123209169
1203,8.641975308641975
1204,23.49579831932773
1205,8.859649122807017
1206,8.491803278688524
1207,17.307692307692307
1208,8.547967479674798
1209,8.682481751824817
1210,8.5920245398773
1211,25.0
1212,8.327044025157234
1213,8.551020408163266
1214,8.567474048442907
1215,37.0
1216,31.0
1217,8.684960422163588
1218,8.687162891046386
1219,8.766666666666667
1220,34.5
1221,8.8
1222,8.716814159292035
1223,8.636435958631663
1224,8.366666666666667
1225,8.6
1226,8.602941176470589
1227,8.859649122807017
1228,8.560483870967742
1229,8.715447154471544
1230,31.4
1231,9.0
1232,8.53551912568306
1233,22.25
1234,22.0
1235,8.822368421052632
1236,8.0
1237,8.632192846034215
1238,8.4
1239,8.621913580246913
1240,33.25
1241,8.628571428571428
1242,25.5
1243,21.0
1244,8.592034445640474
1245,22.695652173913043
1246,36.0
1247,8.772266065388951
1248,8.64095744680851
1249,8.471830985915492
1250,5.634920634920635
1251,8.576023391812866
1252,8.818181818181818
1253,8.59552757273122
1254,8.5920245398773
1255,8.461538461538462
1256,8.388235294117647
1257,8.463414634146341
1258,8.95
1259,8.530821917808218
1260,8.936802973977695
1261,8.521739130434783
1262,8.567142857142857
1263,21.0
1264,8.318181818181818
1265,8.644688644688644
1266,32.473684210526315
1267,8.625225225225226
1268,8.567474048442907
1269,8.395061728395062
1270,6.0
1271,8.659498207885305
1272,8.696100403406545
1273,8.569753810082064
1274,9.0
1275,8.70617696160267
1276,15.333333333333334
1277,8.786363636363637
1278,33.142857142857146
1279,8.51063829787234
1280,8.584905660377359
1281,22.833333333333332
1282,8.614406779661017
1283,8.668085106382978
1284,11.727272727272727
1285,8.859649122807017
1286,8.647435897435898
1287,8.823529411764707
1288,5.875
1289,22.47826086956522
1290,8.597579425113464
1291,8.615384615384615
1292,22.5
1293,8.62630014858841
1294,8.628571428571428
1295,8.85430463576159
1296,8.696356275303645
1297,8.651055408970976
1298,8.609467455621301
1299,9.0
1300,8.651055408970976
1301,32.50187265917603
1302,8.602941176470589
1303,8.514563106796116
1304,8.623188405797102
1305,8.695885509838998
1306,8.641975308641975
1307,31.804597701149426
1308,8.507731958762887
1309,23.666666666666668
1310,20.666666666666668
1311,8.25
1312,8.645677694770544
1313,8.621659634317862
1314,17.0
1315,8.766666666666667
1316,8.588235294117647
1317,8.428571428571429
1318,8.333333333333334
1319,8.645677694770544
1320,23.08108108108108
1321,9.0
1322,22.0
1323,8.56982456140351
1324,8.625225225225226
1325,8.597579425113464
1326,8.551319648093841
1327,21.0
1328,8.692307692307692
1329,8.765625
1330,8.53292181069959
1331,35.0
1332,8.807692307692308
1333,26.428571428571427
1334,8.647727272727273
1335,17.23913043478261
1336,6.0
1337,8.671597633136095
1338,8.674285714285714
1339,8.605042016806722
1340,18.428571428571427
1341,8.520123839009289
1342,8.630512514898689
1343,8.539877300613497
1344,8.764462809917354
1345,33.8
1346,8.603616133518775
1347,18.0
1348,8.75294117647059
1349,8.6
1350,5.5675675675675675
1351,32.96153846153846
1352,33.666666666666664
1353,8.6
1354,8.567567567567568
1355,8.632192846034215
1356,8.5625
1357,8.714285714285714
1358,8.60301204819277
1359,8.709883953581432
1360,8.620454545454546
1361,25.0
1362,31.5
1363,8.764705882352942
1364,8.489655172413793
1365,8.5968992248062
1366,8.645677694770544
1367,8.652173913043478
1368,23.074074074074073
1369,31.681818181818183
1370,8.954545454545455
1371,8.547967479674798
1372,8.60828025477707
1373,8.592034445640474
1374,5.666666666666667
1375,22.0
1376,6.1
1377,8.645677694770544
1378,10.0
1379,8.74059003051882
1380,23.666666666666668
1381,8.504347826086956
1382,23.08955223880597
1383,8.651055408970976
1384,8.674342105263158
1385,8.609756097560975
1386,8.560975609756097
1387,12.0
1388,8.573934837092732
1389,30.333333333333332
1390,6.0
1391,8.76923076923077
1392,8.77593123209169
1393,8.395833333333334
1394,38.5
1395,8.671794871794871
1396,9.076923076923077
1397,29.5
1398,22.363636363636363
1399,6.714285714285714
1400,8.69741985926505
1401,8.85430463576159
1402,8.684960422163588
1403,8.402325581395349
1404,10.714285714285714
1405,8.504347826086956
1406,8.60919540229885
1407,8.62962962962963
1408,8.695885509838998
1409,8.627906976744185
1410,18.23076923076923
1411,8.696356275303645
1412,8.672131147540984
1413,6.050632911392405
1414,8.58125
1415,31.0
1416,8.461538461538462
1417,8.650717703349283
1418,29.714285714285715
1419,9.04
1420,19.6
1421,8.4
1422,22.02127659574468
1423,8.807692307692308
1424,27.75
1425,5.75
1426,8.650485436893204
1427,8.65874423554452
1428,8.695885509838998
1429,8.463414634146341
1430,27.833333333333332
1431,5.181818181818182
1432,8.657894736842104
1433,8.584328358208955
1434,8.538150581101567
1435,8.307471264367816
1436,8.474418604651163
1437,8.588235294117647
1438,8.60828025477707
1439,8.709883953581432
1440,8.480225988700566
1441,12.0
1442,8.764462809917354
1443,8.588709677419354
1444,8.806324110671937
1445,10.333333333333334
1446,22.037037037037038
1447,8.613756613756614
1448,8.809895833333334
1449,8.686868686868687
1450,8.2
1451,16.285714285714285
1452,8.575221238938052
1453,8.668085106382978
1454,8.692307692307692
1455,22.375
1456,42.0
1457,18.23076923076923
1458,8.636435958631663
1459,8.638853230637569
1460,8.567474048442907
1461,8.59552757273122
1462,8.590909090909092
1463,8.64951768488746
1464,21.5
1465,8.522666666666666
1466,22.571428571428573
1467,8.783333333333333
1468,8.504347826086956
1469,22.0
1470,22.46153846153846
1471,8.538150581101567
1472,8.379310344827585
1473,31.0
1474,8.957983193277311
1475,18.68
1476,25.75
1477,26.0
1478,8.5
1479,39.0
1480,13.0
1481,8.928571428571429
1482,8.507731958762887
1483,8.620454545454546
1484,8.752
